Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MBT,Mobile TeleSystems OJSC,9.08,$8.04B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mbt
MBUU,"Malibu Boats, Inc.",54.57,$1.13B,2014,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mbuu
MBWM,Mercantile Bank Corporation,21.89,$355.3M,1998,Finance,Major Banks,https://old.nasdaq.com/symbol/mbwm
MC,Moelis & Company,32.53,$1.8B,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/mc
MCA,"Blackrock MuniYield California Insured Fund, Inc.",14.83,$510.24M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mca
MCAC,Mountain Crest Acquisition Corp.,9.97,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mcac
MCACR,Mountain Crest Acquisition Corp.,0.4982,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mcacr
MCACU,Mountain Crest Acquisition Corp.,10.3,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mcacu
MCB,Metropolitan Bank Holding Corp.,31.71,$262.99M,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/mcb
MCBC,Macatawa Bank Corporation,7.36,$251.09M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mcbc
MCBS,"MetroCity Bankshares, Inc.",13.99,$359.18M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/mcbs
MCC,Medley Capital Corporation,16.14,$43.96M,2011,n/a,n/a,https://old.nasdaq.com/symbol/mcc
MCD,McDonald&#39;s Corporation,216.23,$160.9B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/mcd
MCEF,First Trust Municipal CEF Income Opportunity ETF,19.325,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mcef
MCEP,"Mid-Con Energy Partners, LP",2.56,$36.64M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mcep
MCF,Contango Oil & Gas Company,1.57,$208.87M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mcf
MCFT,"MasterCraft Boat Holdings, Inc.",22.34,$421.6M,2015,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mcft
MCHI,iShares MSCI China ETF,77.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mchi
MCHP,Microchip Technology Incorporated,114.69,$28.95B,1993,Technology,Semiconductors,https://old.nasdaq.com/symbol/mchp
MCHX,"Marchex, Inc.",1.84,$81.99M,2004,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mchx
MCI,Barings Corporate Investors,12.94,$262.19M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mci
MCK,McKesson Corporation,156.25,$25.34B,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/mck
MCMJ,Merida Merger Corp. I,9.88,$161.75M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/mcmj
MCMJW,Merida Merger Corp. I,0.65,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/mcmjw
MCN,Madison Covered Call & Equity Strategy Fund,6.09,$127.57M,2004,n/a,n/a,https://old.nasdaq.com/symbol/mcn
MCO,Moody&#39;s Corporation,304.49,$57.15B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mco
MCR,MFS Charter Income Trust,8.62,$382M,1989,n/a,n/a,https://old.nasdaq.com/symbol/mcr
MCRB,"Seres Therapeutics, Inc.",25.64,$2.29B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mcrb
MCRI,"Monarch Casino & Resort, Inc.",47,$854.91M,1993,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mcri
MCS,Marcus Corporation (The),16.05,$498.52M,n/a,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/mcs
MCV,Medley Capital Corporation,21.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mcv
MCX,Medley Capital Corporation,24.29,n/a,2015,n/a,n/a,https://old.nasdaq.com/symbol/mcx
MCY,Mercury General Corporation,45.63,$2.53B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mcy
MD,"Mednax, Inc",18.71,$1.6B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/md
MDB,"MongoDB, Inc.",239.53,$13.92B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mdb
MDC,"M.D.C. Holdings, Inc.",45.54,$2.89B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mdc
MDCA,MDC Partners Inc.,2.26,$164.4M,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/mdca
MDGL,"Madrigal Pharmaceuticals, Inc.",109.84,$1.7B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mdgl
MDGS,Medigus Ltd.,1.34,$10.26M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mdgs
MDGSW,Medigus Ltd.,0.2,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mdgsw
MDIA,Mediaco Holding Inc.,3.85,$27.32M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/mdia
MDIV,First Trust Multi-Asset Diversified Income Index Fund,14.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mdiv
MDJH,MDJM LTD,4.8122,$56.02M,2019,Finance,Real Estate,https://old.nasdaq.com/symbol/mdjh
MDLA,"Medallia, Inc.",40.2,$5.67B,2019,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mdla
MDLQ,Medley LLC,6,n/a,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlq
MDLX,Medley LLC,5.14,n/a,2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdlx
MDLY,Medley Management Inc.,0.7085,$23.16M,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/mdly
MDLZ,"Mondelez International, Inc.",59.01,$84.29B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mdlz
MDNA,Medicenna Therapeutics Corp.,3.994,$194.9M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mdna
MDP,Meredith Corporation,13.54,$615.03M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/mdp
MDRR,"Medalist Diversified REIT, Inc.",1.2899,$6.12M,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mdrr
MDRRP,"Medalist Diversified REIT, Inc.",10.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mdrrp
MDRX,"Allscripts Healthcare Solutions, Inc.",9.06,$1.48B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mdrx
MDT,Medtronic plc,108.78,$146.12B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/mdt
MDU,"MDU Resources Group, Inc.",24.32,$4.88B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mdu
MDWD,MediWound Ltd.,3.34,$90.89M,2014,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/mdwd
MEC,"Mayville Engineering Company, Inc.",8.8,$176.52M,2019,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mec
MED,MEDIFAST INC,171.76,$2.02B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/med
MEDP,"Medpace Holdings, Inc.",130.61,$4.62B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/medp
MEDS,"Trxade Group, Inc.",5.48,$44.2M,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/meds
MEET,"The Meet Group, Inc.",6.3,$458.98M,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/meet
MEG,"Montrose Environmental Group, Inc.",31.42,$657.07M,2020,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/meg
MEI,"Methode Electronics, Inc.",30.35,$1.14B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mei
MEIP,"MEI Pharma, Inc.",2.68,$284.08M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/meip
MELI,"MercadoLibre, Inc.",1195.96,$59.45B,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/meli
MEN,"Blackrock MuniEnhanced Fund, Inc.",11.34,$336.59M,1989,n/a,n/a,https://old.nasdaq.com/symbol/men
MEOH,Methanex Corporation,23.46,$1.79B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/meoh
MER^K,"Merrill Lynch & Co., Inc.",26.71,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mer^k
MERC,Mercer International Inc.,8.51,$560.54M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/merc
MESA,"Mesa Air Group, Inc.",3.67,$129.97M,2018,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/mesa
MESO,Mesoblast Limited,18.56,$2.17B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/meso
MET,"MetLife, Inc.",38.82,$35.24B,2000,Finance,Life Insurance,https://old.nasdaq.com/symbol/met
MET^A,"MetLife, Inc.",24.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/met^a
MET^E,"MetLife, Inc.",27.54,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/met^e
MET^F,"MetLife, Inc.",26.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/met^f
METC,"Ramaco Resources, Inc.",2.84,$121.05M,2017,Energy,Coal Mining,https://old.nasdaq.com/symbol/metc
METX,Meten EdtechX Education Group Ltd.,7.93,$422.61M,n/a,Finance,Business Services,https://old.nasdaq.com/symbol/metx
METXW,Meten EdtechX Education Group Ltd.,0.3,n/a,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/metxw
MFA,"MFA Financial, Inc.",2.65,$1.2B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfa
MFA^B,"MFA Financial, Inc.",21.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mfa^b
MFA^C,"MFA Financial, Inc.",19.37,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mfa^c
MFAC,Megalith Financial Acquisition Corp.,10.23,$75.98M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/mfac
MFAC.U,Megalith Financial Acquisition Corp.,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/mfac.u
MFAC.WS,Megalith Financial Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mfac.ws
MFC,Manulife Financial Corp,15.05,$29.19B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/mfc
MFD,Macquarie First Trust Global,8.03,$68.64M,2004,n/a,n/a,https://old.nasdaq.com/symbol/mfd
MFG,"Mizuho Financial Group, Inc.",2.74,$34.74B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mfg
MFGP,Micro Focus Intl PLC,4.03,$1.35B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mfgp
MFH,Mercurity Fintech Holding Inc.,2.28,$18.75M,2015,Technology,EDP Services,https://old.nasdaq.com/symbol/mfh
MFIN,Medallion Financial Corp.,2.99,$74.2M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,25.24,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mfinl
MFL,Blackrock MuniHoldings Investment Quality Fund,13.6,$515.39M,1997,n/a,n/a,https://old.nasdaq.com/symbol/mfl
MFM,MFS Municipal Income Trust,6.5,$267.72M,1986,n/a,n/a,https://old.nasdaq.com/symbol/mfm
MFNC,Mackinac Financial Corporation,10.17,$107.13M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mfnc
MFO,"MFA Financial, Inc.",24.05,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mfo
MFT,Blackrock MuniYield Investment QualityFund,13.845,$117.39M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mft
MFV,MFS Special Value Trust,5.39,$38.89M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mfv
MG,Mistras Group Inc,4.83,$140.6M,2009,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/mg
MGA,"Magna International, Inc.",51.44,$15.36B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mga
MGEE,MGE Energy Inc.,65.45,$2.37B,n/a,Energy,Electric Utilities: Central,https://old.nasdaq.com/symbol/mgee
MGEN,"Miragen Therapeutics, Inc.",0.9408,$53.26M,2014,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/mgen
MGF,MFS Government Markets Income Trust,4.7,$153.16M,1987,n/a,n/a,https://old.nasdaq.com/symbol/mgf
MGI,"Moneygram International, Inc.",3.05,$194.09M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mgi
MGIC,Magic Software Enterprises Ltd.,14.9,$729.76M,1991,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mgic
MGLN,"Magellan Health, Inc.",75.95,$1.92B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/mgln
MGM,MGM Resorts International,23.72,$11.7B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mgm
MGNI,"Magnite, Inc.",7.55,$832.39M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mgni
MGNX,"MacroGenics, Inc.",26.64,$1.44B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mgnx
MGP,MGM Growth Properties LLC,28.89,$8.77B,2016,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mgp
MGPI,"MGP Ingredients, Inc.",38.59,$652.68M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/mgpi
MGR,"Affiliated Managers Group, Inc.",27.24,n/a,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/mgr
MGRC,McGrath RentCorp,67.72,$1.63B,1984,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mgrc
MGTA,"Magenta Therapeutics, Inc.",7.12,$343.56M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mgta
MGTX,MeiraGTx Holdings plc,12.73,$475.63M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mgtx
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,18.47,$230.29M,2005,n/a,n/a,https://old.nasdaq.com/symbol/mgu
MGY,Magnolia Oil & Gas Corporation,6.23,$1.57B,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mgy
MGYR,"Magyar Bancorp, Inc.",8.05,$46.78M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/mgyr
MH^A,"Maiden Holdings, Ltd.",9.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",9.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^c
MH^D,"Maiden Holdings, Ltd.",9.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^d
MHD,"Blackrock MuniHoldings Fund, Inc.",15.7,$223.09M,1997,n/a,n/a,https://old.nasdaq.com/symbol/mhd
MHE,BlackRock Massachusetts Tax-Exempt Trust,13.43,$31.84M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mhe
MHF,"Western Asset Municipal High Income Fund, Inc.",7.525,$162.79M,1988,n/a,n/a,https://old.nasdaq.com/symbol/mhf
MHH,"Mastech Digital, Inc",19.52,$222.11M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/mhh
MHI,Pioneer Municipal High Income Trust,11.79,$268.47M,2003,n/a,n/a,https://old.nasdaq.com/symbol/mhi
MHK,"Mohawk Industries, Inc.",93.92,$6.69B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mhk
MHLA,"Maiden Holdings, Ltd.",19.6,n/a,2016,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhla
MHLD,"Maiden Holdings, Ltd.",1.29,$109.29M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhld
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.91,$433.05M,1997,n/a,n/a,https://old.nasdaq.com/symbol/mhn
MHNC,"Maiden Holdings, Ltd.",22,n/a,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhnc
MHO,"M/I Homes, Inc.",45.2,$1.29B,1993,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mho
MIC,Macquarie Infrastructure Corporation ,28.4,$2.47B,2004,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mic
MICT,"MICT, Inc.",4.69,$55.96M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mict
MIDD,The Middleby Corporation,99.65,$5.54B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/midd
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",1.91,$51.39M,2013,n/a,n/a,https://old.nasdaq.com/symbol/mie
MIK,"The Michaels Companies, Inc.",11.23,$1.65B,2014,Consumer Services,Recreational Products/Toys,https://old.nasdaq.com/symbol/mik
MILN,Global X Millennials Thematic ETF,33.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/miln
MIME,Mimecast Limited,49.95,$3.16B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mime
MIN,MFS Intermediate Income Trust,3.86,$447.49M,1988,n/a,n/a,https://old.nasdaq.com/symbol/min
MIND,"MIND Technology, Inc.",2.58,$31.43M,1994,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mind
MINDP,"MIND Technology, Inc.",18.2401,n/a,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/mindp
MIRM,"Mirum Pharmaceuticals, Inc.",21.97,$558.02M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mirm
MIST,Milestone Pharmaceuticals Inc.,8.11,$200.4M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mist
MITK,"Mitek Systems, Inc.",13.19,$544.59M,n/a,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/mitk
MITO,Stealth BioTherapeutics Corp.,1.53,$75.88M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mito
MITT,"AG Mortgage Investment Trust, Inc.",2.82,$96.54M,2011,n/a,n/a,https://old.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",13.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^b
MITT^C,"AG Mortgage Investment Trust, Inc.",13.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^c
MIXT,MiX Telematics Limited,9.95,$217.71M,2013,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mixt
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",14.15,$417.56M,1992,n/a,n/a,https://old.nasdaq.com/symbol/miy
MJCO,Majesco,16.05,$696.13M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mjco
MKC,"McCormick & Company, Incorporated",209.78,$27.95B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc.v
MKD,Molecular Data Inc.,1.23,$141.71M,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mkd
MKGI,"Monaker Group, Inc.",2.62,$37.89M,n/a,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/mkgi
MKL,Markel Corporation,1102.72,$15.19B,1986,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mkl
MKSI,"MKS Instruments, Inc.",123.75,$6.82B,1999,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mksi
MKTX,"MarketAxess Holdings, Inc.",494.09,$18.76B,2004,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/mktx
MLAB,"Mesa Laboratories, Inc.",251.89,$1.29B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mlab
MLAC,Malacca Straits Acquisition Company Limited,9.73,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mlac
MLACU,Malacca Straits Acquisition Company Limited,9.85,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mlacu
MLACW,Malacca Straits Acquisition Company Limited,0.38,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/mlacw
MLCO,Melco Resorts & Entertainment Limited,19.69,$9.39B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mlco
MLHR,"Herman Miller, Inc.",24.87,$1.46B,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/mlhr
MLI,"Mueller Industries, Inc.",30.88,$1.75B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mli
MLM,"Martin Marietta Materials, Inc.",212.57,$13.24B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mlm
MLND,"Millendo Therapeutics, Inc. ",1.7,$32.3M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mlnd
MLP,"Maui Land & Pineapple Company, Inc.",12.16,$235.52M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/mlp
MLR,"Miller Industries, Inc.",31.8,$362.69M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mlr
MLSS,"Milestone Scientific, Inc.",1.46,$96.17M,2015,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/mlss
MLVF,"Malvern Bancorp, Inc.",12.53,$95.35M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/mlvf
MMAC,"MMA Capital Holdings, Inc.",23.33,$133.08M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/mmac
MMC,"Marsh & McLennan Companies, Inc.",118.91,$60.23B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/mmc
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,21.38,$590.13M,2012,n/a,n/a,https://old.nasdaq.com/symbol/mmd
MMI,"Marcus & Millichap, Inc.",28.88,$1.14B,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/mmi
MMLP,Martin Midstream Partners L.P.,1.39,$54M,2002,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mmlp
MMM,3M Company,169.51,$97.64B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmm
MMP,Magellan Midstream Partners L.P.,37.81,$8.51B,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mmp
MMS,"Maximus, Inc.",79.19,$4.86B,1997,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mms
MMSI,"Merit Medical Systems, Inc.",49.64,$2.75B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmsi
MMT,MFS Multimarket Income Trust,6.1,$374.14M,1987,n/a,n/a,https://old.nasdaq.com/symbol/mmt
MMU,"Western Asset Managed Municipals Fund, Inc.",12.47,$540.8M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mmu
MMX,Maverix Metals Inc.,4.45,$570.21M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mmx
MMYT,MakeMyTrip Limited,16.24,$1.68B,2010,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/mmyt
MN,"Manning & Napier, Inc.",4.23,$68.84M,2011,Finance,Investment Managers,https://old.nasdaq.com/symbol/mn
MNCL,Monocle Acquisition Corporation,10.24,$228.15M,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mncl
MNCLU,Monocle Acquisition Corporation,11,n/a,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mnclu
MNCLW,Monocle Acquisition Corporation,0.41,n/a,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mnclw
MNDO,MIND C.T.I. Ltd.,2.36,$46.96M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mndo
MNK,Mallinckrodt plc,1.48,$125.19M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnk
MNKD,MannKind Corporation,1.66,$380.43M,2004,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnkd
MNLO,Menlo Therapeutics Inc.,1.42,$238.12M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnlo
MNOV,"MediciNova, Inc.",5.31,$235.62M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnov
MNP,"Western Asset Municipal Partners Fund, Inc.",14.51,$141.02M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mnp
MNPR,Monopar Therapeutics Inc.,5.3,$56.9M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnpr
MNR,Monmouth Real Estate Investment Corporation,14.75,$1.45B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mnr
MNR^C,Monmouth Real Estate Investment Corporation,25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mnr^c
MNRL,"Brigham Minerals, Inc.",10.93,$622.02M,2019,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mnrl
MNRO,"Monro, Inc. ",46.23,$1.54B,1991,Consumer Services,Automotive Aftermarket,https://old.nasdaq.com/symbol/mnro
MNSB,"MainStreet Bancshares, Inc.",13.24,$109.47M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mnsb
MNST,Monster Beverage Corporation,86.53,$45.64B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/mnst
MNTA,"Momenta Pharmaceuticals, Inc.",52.15,$6.2B,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mnta
MNTX,"Manitex International, Inc.",4.48,$88.56M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mntx
MO,Altria Group,43.76,$81.32B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/mo
MOBL,"MobileIron, Inc.",6.575,$768.51M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mobl
MOD,Modine Manufacturing Company,6.7,$342.69M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mod
MODN,"Model N, Inc.",40.34,$1.39B,2013,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/modn
MOFG,"MidWestOne Financial Group, Inc.",19.3,$310.72M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mofg
MOG.A,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mog.a
